profile,method,mlWeight,rank,adaptiveScore,prerequisiteScore,historicalPerformanceScore,pedagogicalOrderScore,engagementScore,diagnosticWeaknessScore,masteryScore,averageAssessmentScore,completedLabsCount,tracesCount,profileType,recommendationType,success,candidateId,conceptName,mlSuccessProbability,relevance_label,simulatedProfile,rankingScore,combinedScore,generationTimeMs
BEGINNER_LOW_MASTERY,rule_based,0.0,28,0.47,0.0,0.4,0.87,0.29,1.0,19.32,53.8,5,1,NEEDS_REMEDIATION,REMEDIATION,0,candidate-020,Concept experimental 8,0.279654485099742,1,BEGINNER_LOW_MASTERY,0.47,0.47,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,29,0.47,0.0,0.4,0.79,0.42,1.0,22.06,46.9,2,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-137,Concept experimental 5,0.1328937808437763,1,BEGINNER_LOW_MASTERY,0.47,0.47,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,30,0.465,0.0,0.4,0.76,0.41,1.0,34.96,49.5,0,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-047,Concept experimental 11,0.036722436025970126,1,BEGINNER_LOW_MASTERY,0.465,0.465,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,31,0.465,0.0,0.4,0.68,0.53,1.0,41.21,22.69,6,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-036,Concept experimental 12,0.09429098212450102,1,BEGINNER_LOW_MASTERY,0.465,0.465,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,32,0.463,0.0,0.4,0.84,0.27,1.0,38.44,20.32,4,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-115,Concept experimental 7,0.13536549524542688,1,BEGINNER_LOW_MASTERY,0.463,0.463,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,33,0.459,0.0,0.4,0.77,0.33,1.0,28.66,22.2,2,2,NEEDS_REMEDIATION,REMEDIATION,0,candidate-161,Concept experimental 5,0.13566469117819388,1,BEGINNER_LOW_MASTERY,0.459,0.459,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,34,0.458,0.0,0.4,0.84,0.22,1.0,34.06,27.39,3,3,NEEDS_REMEDIATION,REMEDIATION,1,candidate-017,Concept experimental 5,0.43806978793214535,1,BEGINNER_LOW_MASTERY,0.458,0.458,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,35,0.456,0.0,0.4,0.66,0.47,1.0,44.09,25.89,0,26,NEEDS_REMEDIATION,REMEDIATION,1,candidate-100,Concept experimental 4,0.11220030433039076,1,BEGINNER_LOW_MASTERY,0.456,0.456,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,36,0.454,0.0,0.4,0.8,0.24,1.0,24.99,43.06,7,4,NEEDS_REMEDIATION,REMEDIATION,0,candidate-063,Concept experimental 3,0.23657143454834306,1,BEGINNER_LOW_MASTERY,0.454,0.454,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,37,0.447,0.0,0.4,0.78,0.2,1.0,38.06,43.96,7,15,NEEDS_REMEDIATION,REMEDIATION,0,candidate-028,Concept experimental 4,0.08538560719747024,1,BEGINNER_LOW_MASTERY,0.447,0.447,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,38,0.447,0.0,0.4,0.71,0.3,1.0,21.39,55.05,4,17,NEEDS_REMEDIATION,REMEDIATION,1,candidate-179,Concept experimental 11,0.5613200109064007,1,BEGINNER_LOW_MASTERY,0.447,0.447,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,39,0.444,0.0,0.4,0.7,0.29,1.0,30.83,29.4,7,16,NEEDS_REMEDIATION,REMEDIATION,1,candidate-212,Concept experimental 8,0.20068581728589982,1,BEGINNER_LOW_MASTERY,0.444,0.444,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,40,0.44,0.0,0.4,0.73,0.2,1.0,28.15,24.11,3,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-062,Concept experimental 2,0.35337475183648986,1,BEGINNER_LOW_MASTERY,0.44,0.44,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,41,0.44,0.0,0.4,0.71,0.23,1.0,25.31,52.55,2,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-058,Concept experimental 10,0.14969724416139232,1,BEGINNER_LOW_MASTERY,0.44,0.44,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,42,0.436,0.0,0.4,0.67,0.26,1.0,35.75,20.86,0,10,NEEDS_REMEDIATION,REMEDIATION,0,candidate-038,Concept experimental 2,0.1460168172292566,1,BEGINNER_LOW_MASTERY,0.436,0.436,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,43,0.433,0.0,0.4,0.66,0.24,1.0,23.88,28.16,4,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-237,Concept experimental 9,0.6262933654757329,1,BEGINNER_LOW_MASTERY,0.433,0.433,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,44,0.433,0.0,0.4,0.64,0.27,1.0,40.28,57.9,3,10,NEEDS_REMEDIATION,REMEDIATION,0,candidate-096,Concept experimental 12,0.10385113477819831,1,BEGINNER_LOW_MASTERY,0.433,0.433,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,45,0.43,0.0,0.4,0.62,0.27,1.0,30.56,36.94,1,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-084,Concept experimental 12,0.13155687401047406,1,BEGINNER_LOW_MASTERY,0.43,0.43,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,46,0.427,0.0,0.4,0.51,0.41,1.0,43.01,40.29,6,26,NEEDS_REMEDIATION,REMEDIATION,0,candidate-233,Concept experimental 5,0.04185194710873677,1,BEGINNER_LOW_MASTERY,0.427,0.427,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,47,0.426,0.0,0.4,0.62,0.23,1.0,24.87,51.26,5,9,NEEDS_REMEDIATION,REMEDIATION,1,candidate-128,Concept experimental 8,0.5467642748448526,1,BEGINNER_LOW_MASTERY,0.426,0.426,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,48,0.426,0.0,0.4,0.51,0.4,1.0,27.16,35.84,5,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-156,Concept experimental 12,0.22515417988305494,1,BEGINNER_LOW_MASTERY,0.426,0.426,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,49,0.426,0.0,0.4,0.47,0.46,1.0,24.55,51.65,4,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-072,Concept experimental 12,0.6096390874168232,1,BEGINNER_LOW_MASTERY,0.426,0.426,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,50,0.425,0.0,0.4,0.63,0.21,1.0,42.22,41.91,2,6,NEEDS_REMEDIATION,REMEDIATION,0,candidate-105,Concept experimental 9,0.05438892163261456,1,BEGINNER_LOW_MASTERY,0.425,0.425,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,51,0.421,0.0,0.4,0.52,0.33,1.0,42.99,23.34,5,15,NEEDS_REMEDIATION,REMEDIATION,0,candidate-069,Concept experimental 9,0.06608934119651738,1,BEGINNER_LOW_MASTERY,0.421,0.421,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,52,0.419,0.0,0.4,0.53,0.3,1.0,38.32,44.3,6,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-167,Concept experimental 11,0.05789034008830622,1,BEGINNER_LOW_MASTERY,0.419,0.419,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,53,0.411,0.0,0.4,0.52,0.23,1.0,21.98,34.19,2,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-071,Concept experimental 11,0.20248794361016162,1,BEGINNER_LOW_MASTERY,0.411,0.411,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,54,0.411,0.0,0.4,0.46,0.32,1.0,35.74,32.72,3,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-103,Concept experimental 7,0.21293782672980757,1,BEGINNER_LOW_MASTERY,0.411,0.411,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,55,0.408,0.0,0.4,0.5,0.23,1.0,33.93,48.51,7,11,NEEDS_REMEDIATION,REMEDIATION,0,candidate-226,Concept experimental 10,0.13224121934321026,1,BEGINNER_LOW_MASTERY,0.408,0.408,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,56,0.408,0.0,0.4,0.37,0.43,1.0,27.99,37.89,6,5,NEEDS_REMEDIATION,REMEDIATION,1,candidate-112,Concept experimental 4,0.5167656316672065,1,BEGINNER_LOW_MASTERY,0.408,0.408,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,57,0.404,0.0,0.4,0.5,0.19,1.0,34.49,26.99,1,9,NEEDS_REMEDIATION,REMEDIATION,0,candidate-088,Concept experimental 4,0.2295094775101523,1,BEGINNER_LOW_MASTERY,0.404,0.404,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,58,0.403,0.0,0.4,0.4,0.33,1.0,36.83,27.53,5,19,NEEDS_REMEDIATION,REMEDIATION,0,candidate-111,Concept experimental 3,0.24393907454774344,1,BEGINNER_LOW_MASTERY,0.403,0.403,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,59,0.402,0.0,0.4,0.38,0.35,1.0,41.57,57.63,2,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-052,Concept experimental 4,0.10292753292243174,1,BEGINNER_LOW_MASTERY,0.402,0.402,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,60,0.402,0.0,0.4,0.35,0.4,1.0,41.95,36.39,6,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-217,Concept experimental 1,0.24166797340334553,1,BEGINNER_LOW_MASTERY,0.402,0.402,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,61,0.402,0.0,0.4,0.27,0.52,1.0,37.15,27.15,3,4,NEEDS_REMEDIATION,REMEDIATION,0,candidate-002,Concept experimental 2,0.38777689058074055,1,BEGINNER_LOW_MASTERY,0.402,0.402,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,62,0.4,0.0,0.4,0.29,0.47,1.0,22.75,22.13,0,13,NEEDS_REMEDIATION,REMEDIATION,0,candidate-144,Concept experimental 12,0.23546594048538344,1,BEGINNER_LOW_MASTERY,0.4,0.4,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,63,0.398,0.0,0.4,0.33,0.39,1.0,20.98,51.31,1,5,NEEDS_REMEDIATION,REMEDIATION,1,candidate-009,Concept experimental 9,0.3019555681585975,1,BEGINNER_LOW_MASTERY,0.398,0.398,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,64,0.392,0.0,0.4,0.36,0.28,1.0,26.55,29.99,5,17,NEEDS_REMEDIATION,REMEDIATION,0,candidate-108,Concept experimental 12,0.49619566437959206,1,BEGINNER_LOW_MASTERY,0.392,0.392,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,65,0.383,0.0,0.4,0.2,0.43,1.0,19.76,43.77,1,8,NEEDS_REMEDIATION,REMEDIATION,0,candidate-174,Concept experimental 6,0.2620579691655026,1,BEGINNER_LOW_MASTERY,0.383,0.383,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,66,0.37,0.0,0.4,0.24,0.24,1.0,37.95,33.29,3,10,NEEDS_REMEDIATION,REMEDIATION,1,candidate-139,Concept experimental 7,0.6016981896463109,1,BEGINNER_LOW_MASTERY,0.37,0.37,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,67,0.37,0.0,0.4,0.21,0.28,1.0,26.51,23.89,5,12,NEEDS_REMEDIATION,REMEDIATION,1,candidate-169,Concept experimental 1,0.7138118581397813,1,BEGINNER_LOW_MASTERY,0.37,0.37,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based,0.0,68,0.364,0.0,0.4,0.2,0.24,1.0,25.59,42.38,6,10,NEEDS_REMEDIATION,REMEDIATION,1,candidate-214,Concept experimental 10,0.7083377995719891,1,BEGINNER_LOW_MASTERY,0.364,0.364,2.8746000000001715
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,1,0.67,0.5,0.4,0.91,0.49,1.0,18.75,42.29,1,7,NEEDS_REMEDIATION,REMEDIATION,0,candidate-135,Concept experimental 3,0.1997134763161896,1,BEGINNER_LOW_MASTERY,0.6464856738158095,0.6464856738158095,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,2,0.664,0.5,0.4,0.85,0.51,1.0,37.26,42.14,6,6,NEEDS_REMEDIATION,REMEDIATION,0,candidate-222,Concept experimental 6,0.15965743457096432,1,BEGINNER_LOW_MASTERY,0.6387828717285482,0.6387828717285482,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,3,0.643,0.5,0.4,0.8,0.38,1.0,33.46,38.55,3,7,NEEDS_REMEDIATION,REMEDIATION,0,candidate-010,Concept experimental 10,0.08363362685515259,1,BEGINNER_LOW_MASTERY,0.6150316813427577,0.6150316813427577,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,4,0.607,0.5,0.4,0.66,0.23,1.0,25.32,27.14,3,25,NEEDS_REMEDIATION,REMEDIATION,0,candidate-157,Concept experimental 1,0.3667787705837797,1,BEGINNER_LOW_MASTERY,0.594988938529189,0.594988938529189,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,5,0.613,0.5,0.4,0.55,0.45,1.0,20.54,27.7,1,7,NEEDS_REMEDIATION,REMEDIATION,1,candidate-245,Concept experimental 5,0.22050071957360337,1,BEGINNER_LOW_MASTERY,0.5933750359786801,0.5933750359786801,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,6,0.612,0.5,0.4,0.51,0.5,1.0,31.02,25.7,4,6,NEEDS_REMEDIATION,REMEDIATION,0,candidate-054,Concept experimental 6,0.23038038621587062,1,BEGINNER_LOW_MASTERY,0.5929190193107935,0.5929190193107935,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,7,0.611,0.5,0.4,0.5,0.51,1.0,41.83,34.15,0,10,NEEDS_REMEDIATION,REMEDIATION,0,candidate-123,Concept experimental 3,0.07402007618811425,1,BEGINNER_LOW_MASTERY,0.5841510038094057,0.5841510038094057,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,8,0.604,0.5,0.4,0.48,0.47,1.0,25.92,33.16,1,5,NEEDS_REMEDIATION,REMEDIATION,0,candidate-241,Concept experimental 1,0.15366727583295584,1,BEGINNER_LOW_MASTERY,0.5814833637916478,0.5814833637916478,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,9,0.579,0.5,0.4,0.36,0.4,1.0,29.79,32.14,5,2,NEEDS_REMEDIATION,REMEDIATION,1,candidate-246,Concept experimental 6,0.5003883385754699,1,BEGINNER_LOW_MASTERY,0.5750694169287734,0.5750694169287734,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,10,0.583,0.5,0.4,0.36,0.44,1.0,30.42,45.95,6,1,NEEDS_REMEDIATION,REMEDIATION,1,candidate-221,Concept experimental 5,0.30479477429423313,1,BEGINNER_LOW_MASTERY,0.5690897387147116,0.5690897387147116,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,11,0.575,0.5,0.4,0.3,0.45,1.0,25.78,23.39,2,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-168,Concept experimental 12,0.2717279042729307,1,BEGINNER_LOW_MASTERY,0.5598363952136465,0.5598363952136465,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,12,0.561,0.5,0.4,0.2,0.46,1.0,19.56,43.79,3,7,NEEDS_REMEDIATION,REMEDIATION,0,candidate-140,Concept experimental 8,0.410172508252894,1,BEGINNER_LOW_MASTERY,0.5534586254126448,0.5534586254126448,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,13,0.553,0.5,0.4,0.25,0.31,1.0,22.44,51.3,2,8,NEEDS_REMEDIATION,REMEDIATION,1,candidate-218,Concept experimental 2,0.5569791429210621,1,BEGINNER_LOW_MASTERY,0.553198957146053,0.553198957146053,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,14,0.559,0.5,0.4,0.28,0.32,1.0,39.18,46.63,3,4,NEEDS_REMEDIATION,REMEDIATION,1,candidate-159,Concept experimental 3,0.4151413654007378,1,BEGINNER_LOW_MASTERY,0.5518070682700369,0.5518070682700369,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,15,0.573,0.5,0.4,0.46,0.19,1.0,43.73,40.18,1,3,NEEDS_REMEDIATION,REMEDIATION,0,candidate-250,Concept experimental 10,0.11472240363972533,1,BEGINNER_LOW_MASTERY,0.5500861201819861,0.5500861201819861,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,16,0.56,0.5,0.4,0.21,0.44,1.0,30.76,44.33,6,2,NEEDS_REMEDIATION,REMEDIATION,0,candidate-243,Concept experimental 3,0.2769189269715619,1,BEGINNER_LOW_MASTERY,0.5458459463485781,0.5458459463485781,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,17,0.557,0.5,0.4,0.28,0.3,1.0,44.35,51.28,4,4,NEEDS_REMEDIATION,REMEDIATION,0,candidate-202,Concept experimental 10,0.23678728530844295,1,BEGINNER_LOW_MASTERY,0.5409893642654222,0.5409893642654222,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,18,0.54,0.5,0.4,0.22,0.22,1.0,31.29,44.35,7,9,NEEDS_REMEDIATION,REMEDIATION,1,candidate-060,Concept experimental 12,0.3637846823565871,1,BEGINNER_LOW_MASTERY,0.5311892341178294,0.5311892341178294,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,19,0.481,0.0,0.4,0.83,0.47,1.0,21.45,38.22,0,5,NEEDS_REMEDIATION,REMEDIATION,1,candidate-014,Concept experimental 2,0.3805438779362264,1,BEGINNER_LOW_MASTERY,0.4759771938968113,0.4759771938968113,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,20,0.48,0.0,0.4,0.91,0.33,1.0,23.54,28.78,6,23,NEEDS_REMEDIATION,REMEDIATION,0,candidate-127,Concept experimental 7,0.3536867305563836,1,BEGINNER_LOW_MASTERY,0.47368433652781916,0.47368433652781916,5.059199999999819
BEGINNER_LOW_MASTERY,rule_based_ml_0.05,0.05,21,0.493,0.0,0.4,0.91,0.47,1.0,35.05,54.54,2,9,NEEDS_REMEDIATION,REMEDIATION,0,candidate-016,Concept experimental 4,0.08937208550692394,1,BEGINNER_LOW_MASTERY,0.47281860427534617,0.47281860427534617,5.059199999999819
